# omega_cold,sigma8_cold,hubble,ns,omega_baryon
0.29157483,0.83183918,0.71194932,0.95900689,0.04543810
0.39105525,0.76890088,0.76288701,1.00022848,0.05009068
0.34874115,0.82626013,0.77904015,0.98628571,0.04570801
0.28407169,0.80358965,0.60817658,0.96913211,0.05642684
0.36779884,0.84053837,0.62026575,0.96325997,0.04050203
0.24381037,0.81835401,0.64212716,0.96695170,0.05853685
0.32432488,0.89661086,0.60451242,0.99457550,0.04858541
0.23840599,0.86839086,0.73344394,0.99231686,0.04005247
0.33404227,0.80841798,0.79940976,0.98145934,0.05576299
0.27222170,0.80647927,0.78208235,0.95548825,0.04171975
0.34110277,0.80006968,0.66514093,0.93048873,0.04931115
0.27023867,0.82300386,0.66584374,0.97507005,0.04618006
0.39798054,0.73216174,0.62183262,0.95833042,0.04964002
0.29108683,0.81573948,0.78878191,0.98552927,0.04057942
0.23811906,0.77060569,0.69884465,0.99648216,0.04664179
0.28207843,0.73492385,0.73419891,0.98092535,0.05246788
0.36212375,0.87071945,0.76503012,0.99730485,0.04796398
0.26928227,0.89357874,0.67766038,0.93360458,0.04219920
0.27909570,0.82483876,0.74269909,0.98041293,0.04098740
0.32862531,0.75785361,0.65525308,0.98352263,0.04305458
0.38423932,0.80871337,0.76247769,0.94645509,0.05866767
0.29289280,0.77081970,0.74185808,0.97092442,0.04041817
0.23659880,0.80225340,0.78390829,0.93918943,0.05210727
0.33513269,0.82075533,0.67561080,0.93617288,0.04820844
0.34667104,0.88220963,0.71601188,1.00359664,0.04576983
0.33652131,0.79808939,0.76217616,1.00485793,0.04247444
0.39127820,0.89516726,0.68367780,0.93479288,0.04649176
0.38412051,0.74288300,0.63128234,0.95696147,0.04887928
0.37238887,0.84024940,0.74355488,0.96872848,0.04630868
0.28445066,0.85823985,0.73846951,0.95687154,0.05448425
0.34975665,0.89006666,0.70407480,0.96928754,0.04830975
0.39562476,0.86295931,0.67341579,0.93255467,0.05654959
0.38677402,0.80185654,0.74423252,0.98727553,0.04913768
0.39998775,0.78578686,0.71638889,0.92051474,0.04329332
0.39708059,0.77346664,0.67665146,0.94429868,0.04424346
0.33661439,0.75254672,0.65896928,1.00841592,0.05751761
0.33431796,0.76587707,0.74660091,0.97051051,0.05793378
0.24977310,0.76490008,0.64912243,0.92228232,0.05153979
0.37769446,0.77275073,0.61396725,0.95652507,0.04852327
0.25584185,0.80453549,0.70503219,0.95663087,0.05273717
0.39822380,0.77481326,0.70338399,0.93658202,0.04883132
0.32104021,0.87192439,0.66976381,1.00991836,0.04839911
0.38245042,0.83042035,0.65330196,0.95090722,0.05543013
0.38298570,0.80169858,0.66183128,0.98528262,0.04746702
0.24671607,0.81657031,0.76378838,1.00528701,0.04492921
0.35489246,0.88506644,0.66730349,0.92299082,0.05574296
0.23926419,0.77982538,0.63428258,0.94755348,0.05049319
0.33803520,0.76135966,0.63017900,0.96289413,0.04922165
0.38782276,0.80561982,0.61953223,0.95085276,0.05499950
0.35887233,0.73519380,0.75813849,0.92426614,0.04375985
0.35184274,0.75810048,0.65447325,0.92846164,0.05668759
0.27173882,0.83136056,0.68241933,1.00903514,0.05604074
0.31639706,0.80618264,0.70097718,0.93748408,0.04011120
0.31932597,0.85959880,0.61780604,1.00100139,0.05203424
0.36570526,0.78223250,0.62873070,0.92727885,0.04729918
0.31622785,0.81678675,0.76120289,1.00509815,0.05870044
0.24931003,0.75910507,0.63678304,0.98322001,0.05420396
0.26112280,0.80432016,0.73179261,0.96064646,0.05305903
0.25973142,0.76643520,0.68865735,0.97024037,0.05376269
0.24143430,0.87470385,0.74179021,0.99755889,0.05700756
0.24838412,0.89234923,0.76569707,0.98257904,0.04013941
0.37630177,0.77064774,0.67746568,0.92240861,0.05274294
0.38158083,0.79870493,0.61094021,0.95558687,0.04175206
0.25613328,0.89559929,0.60736248,0.95041237,0.05511316
0.24296800,0.76080274,0.78600025,0.94211333,0.04027184
0.37855674,0.82374227,0.73040048,0.94972692,0.05120810
0.36899330,0.85241440,0.63610062,0.95706791,0.05627269
0.36870858,0.82159566,0.73159647,0.98115920,0.05302731
0.31205164,0.82750854,0.76440816,0.96916232,0.05370918
0.24117163,0.81484751,0.68115298,0.92906072,0.04622182
0.31388998,0.80042381,0.72508185,0.96071119,0.04157401
0.38533897,0.77448518,0.60436891,0.99156131,0.05287434
0.26271455,0.75502536,0.71524324,0.99970055,0.05299047
0.32554090,0.85109532,0.78223707,1.00802877,0.05058425
0.29779852,0.76747443,0.75737962,0.92192124,0.05372089
0.28261284,0.82954639,0.64779283,0.95429362,0.04367794
0.30020302,0.86476817,0.61258689,0.92472904,0.04980968
0.31443686,0.88741134,0.66017768,0.94318539,0.05115879
0.32117131,0.85219481,0.62593959,0.99439453,0.04409167
0.33777972,0.84694095,0.71402745,0.98875989,0.05800984
0.30403678,0.79777337,0.61331373,0.95286975,0.05000318
0.25239574,0.85030518,0.66995150,1.00644681,0.05966633
0.29150120,0.84554377,0.70541392,0.97876563,0.05821078
0.35737904,0.76397442,0.79819053,0.95922756,0.05198162
0.36616843,0.84675799,0.67619374,0.93961004,0.04150760
0.31121892,0.85519323,0.79008196,0.99075355,0.05921991
0.28187493,0.89207475,0.65736745,0.98428044,0.05608289
0.30509678,0.76843381,0.70830911,0.99086569,0.05418031
0.33822854,0.87980176,0.75753632,0.98499807,0.05674799
0.31496322,0.79112962,0.79633647,1.00567297,0.04661940
0.30389110,0.87670676,0.67636690,0.94837473,0.05502584
0.35686444,0.80134608,0.61222200,0.97637656,0.05355748
0.27468557,0.89529217,0.72616541,0.95964434,0.05600016
0.39540932,0.88996718,0.78440138,0.93218738,0.04373746
0.36652746,0.79649034,0.60869276,0.95315404,0.04979454
0.37704141,0.77766892,0.77474105,0.92678027,0.04284328
0.27062691,0.73431873,0.61915374,0.95637135,0.04155493
0.23244617,0.78379590,0.64732077,0.96511901,0.05504548
0.25642362,0.78954107,0.74680332,0.93553227,0.05482971
0.30581788,0.86382468,0.72749595,0.94435328,0.04007812
0.34204876,0.84536285,0.72246348,0.97371656,0.05004077
0.39860966,0.85950608,0.76822820,0.99029787,0.04657576
0.39193013,0.81317531,0.64162433,0.96298589,0.05470966
0.30450391,0.86026571,0.72964341,0.99509871,0.04667791
0.33473632,0.88302285,0.70184038,0.98488101,0.05491591
0.31708359,0.81244607,0.60240416,0.94255606,0.04650561
0.24021911,0.78722291,0.63793617,0.93353521,0.05752838
0.28008045,0.73142770,0.78001292,1.00716791,0.05229607
0.36644587,0.74353300,0.72177378,0.97083534,0.05374631
0.35948229,0.75125767,0.70275128,0.99865110,0.04822493
0.33253022,0.85269272,0.72355958,0.92367328,0.05194956
0.39516037,0.84198590,0.78679097,0.96774667,0.05992081
0.23107907,0.73195576,0.69617786,0.92537728,0.04827410
0.35430998,0.86738096,0.61501967,0.98120139,0.04060035
0.23085799,0.75497779,0.72897244,0.96245260,0.04740894
0.37992351,0.83253621,0.71227665,0.97449119,0.04541669
0.36119695,0.89691275,0.76762961,0.95594742,0.05618530
0.24949967,0.86644689,0.74391903,0.92857160,0.05024455
0.34301484,0.73068994,0.69257587,1.00235935,0.05593799
0.23743503,0.88693610,0.72956410,0.96658278,0.05085100
0.25477831,0.79328926,0.78642973,0.97968129,0.05933321
0.25489976,0.83654777,0.60175104,0.99621549,0.04084120
0.25143904,0.88065785,0.73769647,0.93372585,0.05532941
0.30164878,0.80812612,0.73537365,0.92007869,0.05222096
0.30539805,0.77165796,0.61976728,0.93453010,0.05387585
0.28809696,0.82536489,0.64297621,0.95213748,0.05807357
0.23040662,0.79690095,0.66131991,0.94560213,0.04983626
0.30106194,0.88966089,0.78425168,0.94650781,0.05941694
0.25432349,0.79301196,0.75258998,0.97306918,0.04070411
0.23771414,0.80790236,0.74204127,0.96786092,0.05054152
0.26137554,0.83682137,0.69279954,0.99416060,0.05629438
0.32229945,0.86966210,0.76797419,0.96894629,0.04572735
0.29198320,0.89117329,0.75933617,0.98608464,0.05803078
0.35721781,0.78616805,0.78290544,0.93026449,0.05835315
0.24900987,0.85925472,0.66743080,0.98947638,0.04407101
0.36686828,0.74670256,0.64340164,0.94569217,0.05690680
0.29845858,0.73493892,0.77052673,0.99796353,0.05785194
0.32765449,0.81555764,0.72529821,0.95906836,0.04583161
0.28021000,0.81987180,0.60391837,0.93499040,0.05297748
0.23338441,0.84225653,0.72406890,0.99851034,0.05389960
0.28094449,0.87259637,0.62444437,0.92586254,0.04961507
0.25895647,0.85492801,0.70694497,0.92466752,0.04363433
0.26728529,0.86482524,0.66475950,0.98619121,0.05428597
0.27386800,0.76661629,0.69854898,0.93470371,0.05291359
0.26451406,0.78297206,0.65006291,1.00774791,0.05945200
0.25008123,0.83750626,0.66211121,0.98048577,0.05526292
0.36373522,0.82442743,0.60950204,0.94280310,0.05271332
0.28894849,0.87213485,0.62821523,0.94944410,0.05332044
0.24228335,0.75095001,0.69564748,0.93903675,0.04145087
0.26361916,0.76117038,0.63994214,0.97433680,0.05010828
0.36729030,0.78844279,0.78723679,0.94737255,0.05135665
0.32485872,0.81426286,0.79864050,0.96735447,0.05087723
0.35957836,0.80784033,0.76312199,0.98228013,0.05285615
0.29882383,0.76307812,0.60327607,0.96419604,0.05672038
0.29237816,0.84761654,0.61544185,0.97478564,0.04872230
0.23294721,0.77792099,0.60343349,0.95229413,0.05875153
0.37559613,0.77564487,0.69586277,0.98222126,0.04326016
0.31670010,0.76833220,0.62738096,0.99922449,0.04394047
0.35931588,0.87238159,0.63631504,0.99685537,0.04682655
0.24591993,0.79310613,0.60403358,0.94512609,0.04213167
0.36016534,0.85907270,0.77143972,0.93183579,0.05798214
0.30783554,0.78204056,0.74898078,0.97938618,0.05620932
0.34524852,0.84389102,0.71739990,0.94867073,0.05440451
0.39591408,0.73277912,0.63023537,0.92025488,0.04957706
0.32148366,0.79463007,0.70709221,0.94224627,0.04637814
0.31102294,0.89902457,0.60594851,0.92398229,0.04462992
0.27322245,0.82104100,0.61772642,0.95472027,0.04427583
0.32490225,0.82653979,0.69318280,0.98379413,0.04147649
0.26301007,0.74591225,0.77980192,0.92331765,0.05884693
0.27718372,0.73248320,0.61002498,0.96491220,0.05096254
0.27501731,0.88007246,0.79646879,0.92213398,0.04778531
0.28175371,0.89888635,0.69743429,0.97843605,0.04349947
0.33539159,0.79721774,0.70370276,0.93932658,0.04789163
0.28393116,0.78901948,0.77028776,0.98539532,0.05887459
0.37492127,0.78349649,0.65588718,0.93118910,0.04351868
0.31754982,0.80034391,0.61602110,0.99581183,0.05407656
0.35785866,0.89448011,0.62790478,0.98354580,0.05657881
0.36154342,0.86573042,0.69456090,0.97060884,0.05695572
0.26449314,0.86902481,0.64411545,0.97731415,0.04893731
0.37605375,0.83347553,0.73992785,0.92314503,0.04589285
0.37836498,0.83563622,0.78075892,0.99057005,0.04514141
0.24817303,0.89828174,0.79457693,1.00409424,0.04243756
0.24277510,0.85312177,0.62163604,0.93039265,0.04840007
0.32213249,0.86882178,0.66053521,0.97139462,0.05882846
0.27627295,0.79355104,0.68720427,0.96144512,0.04693013
0.29511495,0.83380528,0.66852049,0.92885737,0.04613744
0.31579542,0.87497715,0.60377934,0.94692205,0.05052821
0.25424903,0.83839053,0.79791370,0.96854302,0.04976146
0.27812143,0.81935345,0.74873415,1.00437941,0.05516864
0.29367149,0.79737801,0.65088912,0.97037114,0.05069309
0.35522564,0.84252391,0.75216679,0.97177492,0.05473222
0.33094353,0.75472435,0.79704889,0.95795683,0.04110346
0.39134232,0.81166844,0.72326621,0.98299527,0.05712109
0.36678328,0.78033294,0.62928420,1.00576958,0.04989923
0.26320433,0.87423435,0.60479469,0.93208309,0.04654296
0.29740561,0.83821082,0.69979891,0.98310920,0.05105339
0.27507061,0.86134658,0.73388698,0.94886567,0.04725679
0.28868827,0.87135558,0.62529270,0.92342311,0.04416073
0.32947454,0.79711811,0.65268115,0.98751097,0.04331251
0.33130281,0.76046214,0.66110365,0.96818920,0.05356036
0.37915677,0.74318775,0.62692600,0.99520241,0.04645763
0.29412489,0.83236759,0.64274312,0.95507266,0.05538251
0.36633593,0.81049152,0.76270726,0.98275789,0.05839673
0.34837638,0.82904596,0.64807626,1.00675639,0.04277077
0.23960122,0.86919356,0.72137208,0.98199304,0.04509312
0.25055354,0.87671896,0.75071900,0.98985719,0.04962051
0.29968628,0.86163922,0.68462572,0.96206292,0.05043142
0.39261672,0.87585390,0.73589308,0.95447058,0.04282083
0.33233313,0.83222001,0.76653965,0.92027873,0.05919910
0.35462090,0.83780763,0.63697650,0.96202462,0.05888331
0.23150352,0.79450907,0.72261685,0.92660893,0.05201206
0.35317435,0.83317927,0.62080625,0.92897204,0.05815621
0.34504137,0.85988606,0.72458114,0.94908194,0.04520584
0.32454890,0.79477410,0.79343157,0.92594510,0.05281746
0.28494472,0.83088724,0.71709130,0.97814910,0.04482056
0.24824018,0.84160790,0.71650872,0.94372523,0.04967277
0.26189344,0.80529474,0.78598451,1.00722981,0.04031108
0.37995178,0.75998592,0.62139296,0.97119582,0.04599588
0.32877412,0.75580282,0.72909685,0.99299574,0.04606046
0.31189982,0.86446165,0.75156928,1.00171430,0.05343610
0.33547334,0.81603488,0.72569256,0.96584366,0.05949596
0.31452390,0.87966498,0.63542717,0.93161460,0.05607304
0.24868460,0.75070159,0.65351243,0.95096489,0.04819243
0.32370897,0.87406812,0.70396344,0.93635113,0.05020694
0.23379561,0.74964609,0.75675427,0.99139503,0.04221662
0.35411077,0.74237806,0.61477854,0.99465521,0.05596961
0.28635361,0.84960577,0.73740104,1.00581623,0.04009044
0.38122830,0.82620864,0.65068141,0.98675948,0.04020725
0.38860136,0.82384316,0.70650620,0.92702929,0.04901049
0.37686974,0.81282022,0.75267036,0.98130964,0.04561144
0.28905155,0.73563444,0.66627379,0.95893871,0.05250675
0.29533578,0.82486670,0.73312582,0.92554174,0.04804376
0.26204402,0.88202478,0.70490806,1.00035061,0.04814510
0.23218770,0.74883624,0.72207464,0.94504275,0.04356211
0.28486366,0.80665118,0.69180879,0.96471610,0.05965605
0.39672047,0.74147000,0.70862343,0.98068155,0.04720584
0.26703022,0.82207919,0.77870432,0.92340673,0.05437453
0.24252758,0.79797836,0.62368995,0.95053655,0.04767860
0.34194821,0.76403702,0.63265040,0.95331664,0.04601104
0.30840051,0.81376907,0.67832784,0.93312413,0.05507065
0.31952335,0.85558904,0.70024964,0.96569175,0.04317454
0.27111775,0.77684540,0.71253941,0.97153677,0.05615528
0.27764026,0.83728190,0.72870041,0.92354213,0.05384266
0.37569020,0.89428570,0.65982204,1.00424823,0.05108417
0.37340164,0.80427620,0.67519684,0.99915705,0.05711011
0.32819075,0.74860341,0.75828957,0.93333470,0.04929783
0.36188172,0.85124519,0.77063043,0.99803047,0.05974254
0.36074872,0.75544656,0.71171967,0.95948587,0.04290787
0.25194040,0.75340141,0.71268860,0.94076333,0.05269660
0.35338682,0.81091015,0.60281014,0.93688374,0.04248332
0.24569417,0.80714737,0.66576491,1.00947692,0.04217471
0.35088474,0.76023619,0.72066446,0.99570670,0.04269529
0.30441304,0.84492603,0.62354708,0.94858130,0.05065135
0.26803698,0.85158812,0.60784563,0.96415595,0.05722330
0.30799378,0.78694927,0.77948577,0.95384053,0.05427923
0.27858464,0.81151178,0.71683801,0.93547199,0.04379210
0.30977300,0.77379684,0.75356223,0.96363241,0.04627180
0.38733850,0.76912349,0.79827155,1.00957786,0.04998034
0.33209999,0.84417143,0.67461533,0.92168787,0.04512540
0.37063172,0.79832338,0.62470635,0.92295195,0.04293629
0.34314115,0.89468080,0.65704079,0.99479832,0.05810395
0.23029477,0.83926340,0.64874905,0.94959785,0.05850112
0.39398165,0.89724180,0.60663067,0.96640407,0.04167930
0.24442247,0.77613133,0.74104342,0.95994102,0.05282165
0.36330533,0.79938578,0.68975447,0.95626545,0.04800265
0.23130801,0.81523478,0.75564801,0.97632845,0.05756438
0.27778045,0.82830618,0.65391176,0.96951110,0.04382945
0.33697339,0.82115051,0.77645013,0.94202409,0.04847764
0.32056948,0.74946451,0.68689894,0.99293756,0.05435210
0.34274623,0.80957476,0.67435065,0.94765371,0.04346644
0.30233107,0.82686795,0.67284095,0.94988354,0.04014556
0.35020396,0.88113269,0.65952959,1.00760256,0.05651052
0.37450227,0.82858405,0.68151753,0.94728120,0.04557432
0.34053608,0.73877493,0.70620400,0.99930048,0.05339397
0.23853907,0.85064273,0.67307873,0.99275074,0.04186341
0.30700584,0.85848257,0.67925762,0.92156928,0.04921009
0.34644061,0.87767079,0.75402698,0.94825722,0.05353207
0.33166932,0.89353135,0.63905006,0.98189681,0.04066267
0.29940317,0.86652943,0.70575682,0.94722218,0.04490441
0.33110823,0.85100077,0.77899456,0.99938373,0.04926580
0.27426195,0.82031352,0.68069368,0.93345715,0.05367101
0.35161113,0.85185574,0.67722239,0.98382694,0.05413301
0.37287164,0.80375603,0.74780553,1.00649874,0.05758156
0.33925353,0.76040125,0.76055765,0.92323190,0.04585760
0.38043788,0.78746173,0.64378519,0.95427807,0.05334345
0.31915136,0.89306835,0.61727382,1.00281060,0.05164723
0.29179124,0.78104883,0.68711052,0.99997885,0.05319065
0.24612115,0.89408458,0.71114786,0.97677618,0.05925507
0.30193685,0.86832387,0.66666279,0.96051292,0.04461845
0.39306995,0.84435770,0.78155668,0.94846800,0.05634180
0.35574985,0.81337330,0.69714203,0.99384011,0.05744756
0.32900624,0.76253400,0.77977298,0.96034758,0.04432650
0.28989396,0.82875741,0.77831063,0.96649319,0.04083827
0.33876220,0.80251504,0.74945142,0.92501866,0.04996341
0.29297721,0.86451073,0.61890549,1.00608507,0.05300761
0.28067224,0.85146639,0.76229427,0.98411582,0.05876525
0.29475779,0.79128233,0.77730368,0.96257705,0.05325013
0.26494039,0.83319643,0.71390988,0.97920372,0.04149566
0.24188382,0.86344990,0.78111361,0.96502077,0.04918533
0.31890453,0.73670310,0.76016914,1.00271530,0.04959665
0.33155347,0.88940454,0.70607169,0.94066290,0.04824481
0.35372078,0.80600602,0.76849996,0.96799195,0.04314301
0.32741020,0.85508193,0.71994262,0.98891746,0.04555474
0.31813098,0.79426110,0.72580194,0.94614259,0.05368722
0.39900381,0.79172140,0.65155923,0.96306243,0.04252334
0.34435846,0.73910523,0.72920288,0.93071135,0.05724188
0.37861426,0.76514425,0.74573583,0.97494074,0.05278878
0.39753406,0.79908177,0.68931834,0.93172257,0.04237333
0.38668378,0.74629837,0.69496226,0.94215345,0.04865107
0.36426126,0.74160091,0.77128920,0.93574810,0.04703367
0.37174991,0.88322850,0.64034499,0.99199415,0.04737890
0.37406111,0.84287631,0.78163024,0.98343601,0.05212787
0.33056440,0.85300472,0.68398564,1.00704775,0.04706214
0.36310813,0.87922964,0.67441922,0.93831055,0.04423700
0.25529553,0.88339780,0.75685504,0.94811605,0.04498094
0.37662601,0.82701895,0.61810455,0.99241763,0.04527551
0.25090219,0.84044012,0.70845772,0.92575834,0.05823122
0.38952052,0.73737623,0.69944467,0.98967705,0.05702577
0.33045252,0.74912925,0.74907932,0.97190790,0.05905915
0.27042199,0.84110267,0.66231721,0.93726410,0.04202351
0.28764263,0.78997577,0.68341409,0.96193839,0.05840150
0.30242817,0.86361795,0.76184740,0.98075268,0.04762188
0.39031498,0.73058645,0.65198437,0.96987352,0.04130772
0.33461549,0.84008907,0.66368563,0.99630618,0.04034520
0.25718725,0.78937594,0.70423020,0.97755748,0.05564980
0.28842692,0.75380519,0.67905338,0.94417679,0.04473650
0.36171267,0.79248113,0.68421149,0.98095393,0.04397570
0.33984387,0.81748571,0.64682966,0.96884825,0.05032763
0.37808247,0.74202616,0.73606141,0.94790114,0.04519699
0.27350497,0.89325539,0.76913205,0.96625359,0.05099049
0.28308186,0.88805153,0.67333299,1.00470389,0.05736960
0.38438674,0.82325411,0.65300940,0.95720143,0.04415768
0.35836953,0.85435682,0.70817167,0.95130626,0.04770625
0.24784195,0.75154128,0.65697204,0.98242030,0.04809171
0.30182128,0.82005246,0.68919359,0.96341471,0.05309253
0.39325927,0.89046153,0.63239724,0.96137765,0.04123087
0.37307301,0.89748225,0.77232443,0.96117226,0.05014813
0.36072629,0.79400243,0.69553103,0.99412208,0.04743799
0.30058692,0.79579979,0.70179555,0.98852588,0.04896472
0.30662158,0.88252612,0.70247353,0.99767638,0.04286038
0.29816280,0.88275436,0.71429060,0.97929679,0.05093327
0.28508210,0.83369724,0.67530950,0.96537416,0.04689352
0.25864843,0.77148373,0.72670502,0.96156822,0.04829897
0.29681928,0.88584481,0.77269919,0.95527184,0.04275153
0.23970188,0.77003459,0.77560577,0.96407670,0.04734991
0.38251388,0.81628380,0.60834410,0.97860301,0.04733220
0.23942978,0.78559399,0.78636270,0.98495287,0.04973938
0.26750339,0.75767597,0.61066399,0.97416368,0.04478650
0.33637521,0.81884961,0.67233023,0.97906549,0.05969067
0.35284858,0.82454505,0.64648561,0.95409076,0.05856200
0.27601175,0.86157337,0.70290108,0.93717885,0.04047523
0.25367299,0.89708777,0.72843861,0.96608568,0.04442787
0.32932924,0.83884869,0.71120144,0.95785926,0.04715674
0.31168174,0.76458935,0.61676442,0.94829482,0.05901972
0.31552230,0.73267502,0.65579209,0.95608026,0.04885520
0.39655344,0.85290442,0.70954413,0.97884264,0.05557243
0.33686452,0.89195237,0.66453442,0.94636192,0.04791950
0.36970564,0.74126137,0.68000184,0.99830643,0.05226992
0.36199959,0.73759652,0.74324521,1.00345117,0.05094311
0.28135776,0.77463616,0.61044662,0.92613742,0.05639383
0.33439203,0.83487396,0.60520115,0.96106069,0.05079813
0.34123844,0.85409419,0.75084596,1.00488807,0.05926795
0.36942433,0.73729336,0.73254482,0.98305272,0.05567915
0.36099380,0.76327491,0.60632145,0.95011174,0.04054241
0.27194404,0.86108806,0.66651481,0.97739050,0.04336995
0.23417898,0.81189625,0.67589946,0.98523634,0.04695296
0.29824382,0.80217972,0.71043522,0.94940690,0.04232060
0.37929660,0.76196551,0.68623237,0.94014721,0.04834947
0.34693110,0.78188090,0.71848317,0.92285629,0.04188141
0.25106042,0.80385414,0.67165579,0.96535470,0.04258804
0.31214130,0.81362852,0.72709755,0.96020673,0.04380674
0.39725982,0.77251070,0.61422105,0.98784326,0.04113353
0.36998010,0.83901793,0.71591147,0.99000593,0.05057792
0.34458004,0.83532259,0.77922549,0.97422659,0.04952155
0.29271508,0.87516062,0.75881407,1.00982473,0.04385371
0.27447962,0.86286308,0.69931677,0.99495290,0.04450203
0.29506694,0.78853010,0.64998657,0.98452651,0.05902693
0.25782237,0.73787857,0.60918120,0.94547451,0.04596503
0.34596103,0.88637680,0.71353597,0.94354685,0.05922926
0.32531953,0.77027969,0.72652622,0.98909709,0.04467228
0.34335652,0.73777548,0.79607461,0.95443507,0.05259309
0.26084924,0.77389878,0.76112423,0.94307712,0.04062068
0.35860126,0.89253533,0.71084127,0.93520472,0.05253142
0.30043129,0.77318226,0.68770832,0.98884165,0.04532876
0.34812848,0.74211224,0.77769846,0.98176489,0.05952261
0.37116308,0.77222589,0.73464909,0.92073418,0.05812262
0.32179381,0.85043545,0.60155675,0.95799257,0.05344703
0.25066856,0.78368802,0.76093220,1.00498666,0.04241591
0.29016409,0.81892904,0.68044716,0.96732202,0.05519415
0.26502475,0.81198961,0.61707790,1.00556231,0.05865402
0.25753328,0.83170616,0.78939136,0.93844956,0.04340541
0.36583869,0.73344139,0.77590567,0.95658626,0.05341128
0.26343481,0.76374131,0.62951377,0.98744616,0.05562204
0.26094085,0.88757661,0.74072306,0.97857374,0.04239296
0.37547113,0.77757033,0.67004718,0.94713533,0.04722162
